Nome da Empresa,Cultura,Site,Sobre,Vagas
Ploomes,"Paixão pelo Entendimento 🧠: Não basta apenas conhecer o mercado, o produto e os clientes. É necessário mergulhar de cabeça, questionar os fatos, organizar as ideias e compreender que o controle só pode ser alcançado através do entendimento real.
Foco no Core 🎯: O ""Core"" representa a essência de qualquer coisa, a razão pela qual algo foi concebido e o objetivo final de tudo aquilo que fazemos. Direcionamos nossas decisões e esforços com base no Core da Ploomes, com destaque à entrega de sucesso e experiência aos nossos clientes;
Atitude que Gera Impacto 🤘: Sabemos que a atitude é a chave para gerar impacto. Assim, assumimos a responsabilidade pelos nossos erros e agimos de forma proativa para minimizar seus impactos. Acreditamos na autonomia! Concedemos autonomia devido à confiança que temos uns nos outros e, ao mesmo tempo, recebemos essa mesma confiança devido à nossa responsabilidade e habilidade para agir de forma independente;
Conexão que Transforma 🤝: Nossa cultura é focada em fazer conexões. Fortalecemos nossos vínculos, compartilhamos momentos de diversão e mantemos relações leves e transparentes. Somos claros, objetivos e autênticos, garantindo que a outra pessoa entenda o que queremos comunicar. Através de encantamento, inspiração e energia, proporcionamos uma verdadeira experiência a nossos clientes, parceiros e nossos próprios colaboradores.

Por aqui é assim: Estamos sempre construindo, juntos! 💜",http://www.ploomes.com/,"Muito prazer, somos a Ploomes: a maior empresa de CRM da América Latina! Criamos a primeira plataforma que uniu CRM, automação de processos e geração de propostas e fizemos isso para centralizar toda a operação comercial, do lead gerado à sua conversão e fidelização, nos tornando o único ambiente de trabalho do vendedor e possibilitando a visão 360º de clientes. Prático, né? 🤗

Nós queremos tornar empresas escaláveis e gerenciáveis a partir da orquestração e automação da jornada dos seus clientes. Convidamos você para fazer parte dessa jornada! 💜",Account Executive | Closer (https://www.notion.so/Account-Executive-Closer-272f2bf1c86e80189473f12312c7c9b3?pvs=21)
